영업상태명,상세영업상태명,지번주소,도로명주소
영업/정상,정상영업,서울특별시 도봉구 창1동 651번지 36호,서울특별시 도봉구 도봉로110길 65 (창동)
영업/정상,정상영업,서울특별시 도봉구 창동 581번지 28호,서울특별시 도봉구 덕릉로57길 30 (창동)
영업/정상,정상영업,서울특별시 도봉구 창동 135번지 26호,서울특별시 도봉구 노해로65길 4 (창동)
영업/정상,정상영업,서울특별시 도봉구 창2동 628번지 20호,서울특별시 도봉구 도봉로104길 53 (창동)
영업/정상,정상영업,서울특별시 도봉구 방학3동 271번지 2호,서울특별시 도봉구 방학로 223 (방학동)
영업/정상,정상영업,서울특별시 노원구 월계3동 18번지 그랑빌아파트주상가 지층동 101호,서울특별시 노원구 마들로 31 (월계동)
영업/정상,정상영업,서울특별시 노원구 하계동 284번지 2호,서울특별시 노원구 한글비석로 57 (하계동 세이브존)
영업/정상,정상영업,서울특별시 도봉구 창동 628번지 20호,서울특별시 도봉구 도봉로104길 53 (창동)
영업/정상,정상영업,서울특별시 도봉구 방학동 707번지 7호,서울특별시 도봉구 도봉로 678 (방학동)
영업/정상,정상영업,서울특별시 성북구 보문동7가 25번지 1호,서울특별시 성북구 보문로 61 (보문동7가)
영업/정상,정상영업,서울특별시 노원구 월계동 333번지 1호,서울특별시 노원구 마들로3길 15 (월계동 월계이마트)
영업/정상,정상영업,서울특별시 노원구 중계동 517호,서울특별시 노원구 노원로 330 (중계동 롯데마트)
영업/정상,정상영업,서울특별시 노원구 상계동 292번지 1호,서울특별시 노원구 노해로 507 (상계동)
영업/정상,정상영업,서울특별시 노원구 중계동 506번지 1   호,
영업/정상,정상영업,서울특별시 노원구 상계동 1318번지,서울특별시 노원구 상계로23다길 13-8 (상계동)
영업/정상,정상영업,서울특별시 노원구 상계동 684번지,서울특별시 노원구 한글비석로 471 (상계동)
영업/정상,정상영업,서울특별시 노원구 공릉동 238번지 53호,서울특별시 노원구 공릉로 144 (공릉동 공릉빌딩)
영업/정상,정상영업,서울특별시 노원구 중계동 364번지 17호 유경데파트,서울특별시 노원구 한글비석로 232 (중계동 유경데파트)
영업/정상,정상영업,,서울특별시 노원구 동일로180길 14 (공릉동 공릉종합상가)
영업/정상,정상영업,서울특별시 노원구 상계동 173번지,서울특별시 노원구 한글비석로 396 (상계동)
영업/정상,정상영업,서울특별시 은평구 응암동 427번지 126호   ,서울특별시 은평구 응암로 252 (응암동)
영업/정상,정상영업,,서울특별시 서초구 잠원로 69 (잠원동)
영업/정상,정상영업,서울특별시 은평구 갈현동 467번지 1호,서울특별시 은평구 연서로17길 18-6 (갈현동)
영업/정상,정상영업,서울특별시 은평구 응암동 754번지 1호,
영업/정상,정상영업,서울특별시 은평구 불광동 631번지 1호,서울특별시 은평구 불광로 90-0 (불광동)
영업/정상,정상영업,서울특별시 은평구 역촌동 31번지 6  호   ,
영업/정상,정상영업,서울특별시 은평구 불광동 248호   ,서울특별시 은평구 통일로 780 (불광동)
영업/정상,정상영업,서울특별시 은평구 불광동 308번지 1   호,서울특별시 은평구 통일로 842 (불광동)
영업/정상,정상영업,서울특별시 은평구 구산동 182번지 6  호   ,
영업/정상,정상영업,서울특별시 은평구 진관내동 500번지 2  호   ,
영업/정상,정상영업,서울특별시 은평구 불광동 311번지 13호,서울특별시 은평구 통일로 856 (불광동)
영업/정상,정상영업,서울특별시 은평구 역촌동 17번지 1호,서울특별시 은평구 진흥로 103 (역촌동)
영업/정상,정상영업,서울특별시 은평구 수색동 75번지,서울특별시 은평구 수색로 217 (수색동)
영업/정상,정상영업,서울특별시 은평구 응암동 90번지 1호,서울특별시 은평구 은평로 111 (응암동)
영업/정상,정상영업,서울특별시 은평구 역촌동 31번지 6호,서울특별시 은평구 진흥로1길 28 (역촌동)
영업/정상,정상영업,서울특별시 성북구 길음동 1285번지 두산아파트상가,서울특별시 성북구 길음로13길 22 (길음동)
영업/정상,정상영업,서울특별시 은평구 수색동 205번지 21  호   ,
영업/정상,정상영업,서울특별시 은평구 대조동 240호,서울특별시 은평구 불광로 20 (대조동)
영업/정상,정상영업,서울특별시 강서구 등촌3동 689번지 외 2,서울특별시 강서구 강서로56길 17 (등촌동)
영업/정상,정상영업,서울특별시 은평구 응암동 754번지 1호,
영업/정상,정상영업,서울특별시 은평구 응암동 300번지 11 호   ,
영업/정상,정상영업,서울특별시 성북구 삼선동1가 21번지,서울특별시 성북구 삼선교로 6 (삼선동1가)
영업/정상,정상영업,서울특별시 은평구 불광1동 308번지 1호,서울특별시 은평구 통일로 842 (불광동)
영업/정상,,서울특별시 은평구 대조동 14번지 24호   ,
영업/정상,,서울특별시 은평구 대조동 14번지 37  호   ,
영업/정상,정상영업,서울특별시 서대문구 홍제3동 294번지 6호,서울특별시 통일로 484 (유진상가)
영업/정상,정상영업,서울특별시 서대문구 남가좌동 290번지 2   호,서울특별시 서대문구 수색로2길 45 (남가좌동)
영업/정상,정상영업,,서울특별시 서대문구 수색로2길 47 (남가좌동)
영업/정상,정상영업,서울특별시 서대문구 창천동 30번지 33호,서울특별시 서대문구 신촌로 83 (창천동)
영업/정상,정상영업,서울특별시 서대문구 신촌동 74번지 12  호,서울특별시 서대문구 신촌역로 30 (신촌동)
영업/정상,정상영업,서울특별시 양천구 목4동 727번지 736726738725739724723일대,
영업/정상,정상영업,서울특별시 서대문구 대현동 145번지,서울특별시 서대문구 이화여대1길 10 (대현동)
영업/정상,정상영업,서울특별시 서대문구 연희동 131번지 1호,서울특별시 서대문구 연희맛로 23 (연희동)
영업/정상,정상영업,,서울특별시 서대문구 응암로 54 (북가좌동)
영업/정상,정상영업,서울특별시 서대문구 북가좌동 279번지 11호,서울특별시 서대문구 응암로 112 (북가좌동)
영업/정상,정상영업,서울특별시 서대문구 홍제동 294번지 46호 유진상가,서울특별시 서대문구 통일로 484 유진상가 (홍제동)
영업/정상,정상영업,서울특별시 서대문구 홍제동 469번지 인왕산 한신휴플러스,서울특별시 서대문구 통일로 397 지4층 (홍제동 인왕산 한신휴플러스)
영업/정상,정상영업,서울특별시 서대문구 홍제동 294번지 46호 유진상가,서울특별시 서대문구 통일로 484 유진상가 1층 (홍제동)
영업/정상,정상영업,서울특별시 마포구 신수동 93번지 102호 신촌숲아이파크,서울특별시 마포구 광성로 17 상가동 127호 (신수동 신촌숲아이파크)
영업/정상,정상영업,서울특별시 마포구 구수동 61번지,서울특별시 마포구 토정로 193 (구수동)
영업/정상,정상영업,,서울특별시 마포구 마포대로 109 (공덕동 롯데캐슬프레지던트)
영업/정상,정상영업,서울특별시 마포구 동교동 166번지 14호,서울특별시 마포구 양화로 176 (동교동)
영업/정상,정상영업,서울특별시 마포구 염리동 36번지 249호,서울특별시 마포구 숭문길 96 (염리동)
영업/정상,정상영업,,서울특별시 마포구 큰우물로 3 (대흥동)
영업/정상,정상영업,서울특별시 마포구 공덕동 173번지 대우월드마크마포,서울특별시 마포구 백범로 212 (신공덕동)
영업/정상,정상영업,서울특별시 마포구 신공덕동 173번지,서울특별시 마포구  백범로  212 (신공덕동)
영업/정상,정상영업,서울특별시 마포구 연남동 227번지 15호,서울특별시 마포구 성미산로 198 (연남동)
영업/정상,정상영업,서울특별시 마포구 공덕동 256번지 10호,서울특별시 마포구 만리재로 19 (공덕동)
영업/정상,정상영업,서울특별시 마포구 연남동 573번지 코오롱아파트,서울특별시 마포구 연남로 30 (연남동 코오롱하늘채아파트)
영업/정상,정상영업,서울특별시 마포구 합정동 375번지 1호,서울특별시 마포구 양화진길 5 (합정동)
영업/정상,정상영업,,서울특별시 마포구 신촌로 88 (노고산동)
영업/정상,정상영업,서울특별시 구로구 개봉1동 156번지 18호 외 1필지 대림프라자 101호,서울특별시 구로구 경인로 319 (개봉동외 1필지 대림프라자 101호)
영업/정상,정상영업,서울특별시 마포구 망원2동 480번지 1호,
영업/정상,정상영업,서울특별시 마포구 서교동 485번지 14호,서울특별시 마포구 동교로12길 21 (서교동)
영업/정상,정상영업,서울특별시 마포구 신수동 288번지 1호,서울특별시 마포구 토정로17길 17 (신수동)
영업/정상,정상영업,서울특별시 마포구 망원2동 517번지,서울특별시 마포구 월드컵로25길 26 (망원동)
영업/정상,정상영업,서울특별시 마포구 동교동 166번지 15호,서울특별시 마포구 양화로 176 (동교동)
영업/정상,정상영업,서울특별시 마포구 서교동 357번지 1호,서울특별시 마포구 홍익로3길 20 (서교동)
영업/정상,정상영업,서울특별시 마포구 성산동 533번지 1호,서울특별시 마포구 월드컵로 235 (성산동)
영업/정상,정상영업,서울특별시 마포구 창전동 442번지,서울특별시 마포구 창전로 45 (창전동)
영업/정상,영업개시전,서울특별시 마포구 동교동 190번지 1호,서울특별시 마포구 와우산로35길 50-4 (동교동)
영업/정상,정상영업,서울특별시 서초구 잠원동 70번지 2호,서울특별시 서초구 잠원로 51 (잠원동)
영업/정상,정상영업,서울특별시 양천구 신월5동 20번지 28호 외 1필지,서울특별시 양천구 월정로46길 11 (신월동외 1필지)
영업/정상,정상영업,서울특별시 양천구 신월5동 26번지,서울특별시 양천구 화곡로 59 (신월동)
영업/정상,정상영업,서울특별시 양천구 신정동 1290-4 대우미래사랑5차아파트,서울특별시 양천구 신정로13길 3 대우미래사랑5차아파트 103~105호 (신정동)
영업/정상,정상영업,서울특별시 양천구 신정4동 899번지 7호,서울특별시 양천구 목동로 223 (신정동)
영업/정상,정상영업,서울특별시 양천구 목동 739번지 1호,서울특별시 양천구 목동중앙본로7길 45 (목동)
영업/정상,정상영업,서울특별시 양천구 신월동 928번지 1 호,서울특별시 양천구 지양로 78 (신월동)
영업/정상,정상영업,서울특별시 양천구 목동 916호,서울특별시 양천구 목동동로 257 (목동)
영업/정상,정상영업,서울특별시 양천구 목동 917번지 6호,서울특별시 양천구 목동동로 309 (목동)
영업/정상,정상영업,서울특별시 양천구 신정동 201번지 1호,서울특별시 양천구 목동남로4길 2 (신정동)
영업/정상,정상영업,서울특별시 양천구 신정동 201번지 1호 세양청마루2차 지상1층,서울특별시 양천구 목동남로4길 2 (신정동 세양청마루2차주상복합)
영업/정상,정상영업,서울특별시 양천구 신정4동 988번지 5호,
영업/정상,정상영업,서울특별시 양천구 목5동 903번지 목동3단지아파트 관리동상가 105호,서울특별시 양천구 목동서로 100 105호 (목동목동3단지아파트 관리동상가)
영업/정상,정상영업,서울특별시 양천구 목3동 960번지,서울특별시 양천구 목동중앙북로 7 (목동)
영업/정상,정상영업,서울특별시 양천구 목2동 513번지 514514526527528530번지일대,서울특별시 양천구 공항대로 610 (목동514514526527528530번지일대)
영업/정상,정상영업,서울특별시 양천구 신월2동 446번지 447484463 신월4동427428번지일대,
영업/정상,정상영업,서울특별시 양천구 목3동 602번지 610~618번지일대,
영업/정상,정상영업,서울특별시 양천구 신월1동 105번지 106113114115118119일대,
영업/정상,정상영업,서울특별시 양천구 목1동 962번지 1호 목동트라팰리스 내,서울특별시 양천구 오목로 299 (목동)
영업/정상,정상영업,서울특별시 노원구 공릉동 323번지 35호,서울특별시 노원구 동일로 1101 (공릉동)
영업/정상,영업개시전,서울특별시 양천구 목동 966번지 목동에버하임,서울특별시 양천구 목동중앙북로 68 (목동 목동에버하임)
영업/정상,정상영업,서울특별시 강서구 가양동 54번지 5호,서울특별시 강서구 양천로 410 (가양동)
영업/정상,정상영업,서울특별시 강서구 마곡동 759번지 마곡센트럴타워Ⅱ,서울특별시 강서구 마곡서로 158 마곡센트럴타워Ⅱ 103~110 118 119호 (마곡동)
영업/정상,정상영업,서울특별시 강서구 마곡동 776번지 2호 마곡센트럴대방디엠시티오피스텔,서울특별시 강서구 양천로 344 마곡센트럴대방디엠시티오피스텔 121-12호 (마곡동)
영업/정상,정상영업,서울특별시 강서구 가양동 1458번지 9호 동남빌딩,서울특별시 강서구 허준로 16-12 동남빌딩 (가양동)
영업/정상,정상영업,서울특별시 강서구 마곡동 768번지 2호 동익드미라벨복합빌딩,서울특별시 강서구 마곡서로 101 동익드미라벨복합빌딩 (마곡동)
영업/정상,정상영업,서울특별시 강서구 화곡동 970번지 2호,서울특별시 강서구 까치산로 106 (화곡동)
영업/정상,정상영업,서울특별시 강서구 화곡1동 343번지 52호,서울특별시 강서구 강서로 43 (화곡동)
영업/정상,정상영업,서울특별시 강서구 염창동 267번지 22호,서울특별시 강서구 공항대로59다길 101 (염창동)
영업/정상,정상영업,서울특별시 강서구 화곡3동 1051번지 27호,서울특별시 강서구 강서로 179 (화곡동)
영업/정상,정상영업,,서울특별시 강서구 화곡로 274 (화곡동 외4필지 크라운뷰 1층 104~109)
영업/정상,정상영업,서울특별시 강서구 방화2동 533번지 9호,서울특별시 양천로6길 15
영업/정상,정상영업,서울특별시 강서구 방화동 620호,
영업/정상,정상영업,서울특별시 강서구 내발산동 719번지 6호,서울특별시 강서구 강서로 267 (내발산동)
영업/정상,정상영업,서울특별시 강서구 방화1동 187번지 1호,서울특별시 강서구 방화대로34길 83 (방화동)
영업/정상,정상영업,서울특별시 강서구 화곡4동 830번지 1호,서울특별시 강서구 등촌로5길 80 (화곡동)
영업/정상,정상영업,서울특별시 강서구 방화동 567번지 4호,서울특별시 강서구 방화동로 126 (방화동)
영업/정상,정상영업,서울특별시 강서구 가양동 449번지 19  호,서울특별시 양천로 559 (가양이마트(E-MART))
영업/정상,정상영업,서울특별시 강서구 화곡1동 1071번지 19호,서울특별시 강서구 화곡로18길 24 (화곡동 강서 뉴타워)
영업/정상,정상영업,서울특별시 강서구 염창동 249번지 8호 1층,서울특별시 강서구 양천로 687 1층 (염창동)
영업/정상,정상영업,서울특별시 강서구 화곡동 370번지 76호,서울특별시 강서구 월정로30길 69 (화곡동)
영업/정상,정상영업,서울특별시 강서구 내발산동 719번지 6호,서울특별시 강서구 강서로 267 (내발산동)
영업/정상,정상영업,서울특별시 강서구 염창동 264번지 18호,서울특별시 강서구 공항대로71길 49 (염창동)
영업/정상,정상영업,서울특별시 동작구 대방동 501번지,
영업/정상,정상영업,서울특별시 강서구 방화2동 886번지 외6필지,서울특별시 강서구 하늘길 38 (방화동 롯데몰 김포공항)
영업/정상,정상영업,서울특별시 구로구 고척동 269번지 1   호   ,
영업/정상,정상영업,서울특별시 구로구 구로동 614번지 33  호   ,
영업/정상,정상영업,서울특별시 구로구 고척동 50번지 48  호   ,
영업/정상,정상영업,서울특별시 구로구 구로동 169번지 2   호   ,
영업/정상,정상영업,서울특별시 구로구 개봉동 324번지 1   호   ,
영업/정상,정상영업,서울특별시 구로구 개봉동 361번지 1   호   ,
영업/정상,정상영업,서울특별시 구로구 고척동 103번지 4호,서울특별시 구로구 중앙로3길 50 (고척동 고척산업용품종합상가)
영업/정상,정상영업,서울특별시 구로구 구로동 685번지 140호   ,서울특별시 구로구 구일로10길 93 (구로동)
영업/정상,정상영업,서울특별시 구로구 구로동 604번지 1   호   ,
영업/정상,정상영업,서울특별시 구로구 구로동 636번지 62  호   ,
영업/정상,정상영업,서울특별시 구로구 고척동 73번지 3   호,서울특별시 구로구 경인로 393-7 (고척동 123전자타운)
영업/정상,정상영업,서울특별시 구로구 오류동 47번지 1호,서울특별시 구로구 경인로 192 (오류동)
영업/정상,정상영업,서울특별시 구로구 구로동 1258번지,서울특별시 구로구 경인로53길 15 (구로동)
영업/정상,정상영업,서울특별시 구로구 구로동 604번지 1호,서울특별시 구로구 구로중앙로 198 (구로동)
영업/정상,정상영업,서울특별시 구로구 구로동 614번지 33호,서울특별시 구로구 구로중앙로 237 (구로동)
영업/정상,정상영업,서울특별시 구로구 고척동 103번지 4호,서울특별시 구로구 경인로43길 42 (고척동 고척산업용품상가)
영업/정상,정상영업,서울특별시 구로구 고척동 269번지 1호,서울특별시 구로구 고척로40길 19 (고척동)
영업/정상,정상영업,서울특별시 구로구 고척동 50번지 48호,서울특별시 구로구 중앙로 64 (고척동)
영업/정상,정상영업,서울특별시 구로구 개봉동 361번지 1호,서울특별시 구로구 개봉로3길 51 (개봉동)
영업/정상,정상영업,서울특별시 은평구 신사1동 20번지 7호,서울특별시 은평구 갈현로 10 (신사동)
영업/정상,정상영업,서울특별시 구로구 구로동 3번지 25호 외 31필지,서울특별시 구로구 새말로 97 (구로동외 31필지)
영업/정상,정상영업,서울특별시 구로구 구로동 501번지,서울특별시 구로구 구로중앙로 134 (구로동)
영업/정상,정상영업,서울특별시 서초구 잠원동 70번지 5호 뉴코아백화점빌딩,서울특별시 서초구 잠원로 37-6 (잠원동 뉴코아백화점빌딩)
영업/정상,정상영업,서울특별시 구로구 구로동 685번지 140호,서울특별시 구로구 구일로10길 93 (구로동)
영업/정상,정상영업,서울특별시 구로구 구로동 3번지 25호 외 31필지,서울특별시 구로구 새말로 97 (구로동외 31필지)
영업/정상,정상영업,서울특별시 구로구 구로동 188번지 26호,서울특별시 구로구 디지털로32길 43 (구로동)
영업/정상,정상영업,서울특별시 구로구 구로동 736번지 1   호   ,
영업/정상,정상영업,서울특별시 구로구 오류동 38번지 7   호   ,
영업/정상,정상영업,서울특별시 구로구 신도림동 692번지,서울특별시 구로구 경인로 662 (신도림동)
영업/정상,정상영업,서울특별시 구로구 고척동 83번지 6호,서울특별시 구로구 중앙로3길 49 (고척동)
영업/정상,정상영업,서울특별시 구로구 구로동 636번지 62호,서울특별시 구로구 경인로54길 4 (구로동)
영업/정상,정상영업,서울특별시 구로구 고척동 73번지 3호,서울특별시 구로구 경인로 393-7 (고척동)
영업/정상,,서울특별시 구로구 구로동 188번지 26  호   ,
영업/정상,정상영업,서울특별시 금천구 독산동 291번지 5호,서울특별시 금천구 시흥대로 399 (독산동)
영업/정상,정상영업,서울특별시 금천구 독산동 957번지,서울특별시 금천구 남부순환로120길 23 (독산동)
영업/정상,정상영업,서울특별시 금천구 시흥동 984번지,서울특별시 금천구 시흥대로 97 (시흥동 시흥유통상가)
영업/정상,정상영업,서울특별시 금천구 가산동 60번지 20호,서울특별시 금천구 벚꽃로 266 (가산동)
영업/정상,정상영업,서울특별시 금천구 시흥동 1002번지 1호   ,서울특별시 금천구 시흥대로47길 43 (시흥동)
영업/정상,정상영업,서울특별시 금천구 시흥동 966호,서울특별시 금천구 시흥대로 46 (시흥동)
영업/정상,정상영업,서울특별시 금천구 가산동 60번지 8호,서울특별시 금천구 디지털로10길 9 (가산동)
영업/정상,정상영업,서울특별시 은평구 불광1동 239번지 9호,서울특별시 은평구 불광로 121 (불광동)
영업/정상,정상영업,,서울특별시 금천구 가산로 106 (가산동)
영업/정상,정상영업,서울특별시 금천구 시흥동 984번지 6호   ,서울특별시 금천구 시흥대로 109 (시흥동)
영업/정상,정상영업,서울특별시 금천구 독산동 293번지 5호   ,서울특별시 금천구 범안로 1209 (독산동)
영업/정상,정상영업,서울특별시 금천구 독산동 295번지 10  호 외 5,서울특별시 금천구 두산로 71 (독산동)
영업/정상,정상영업,서울특별시 금천구 시흥동 884번지 5호   ,서울특별시 금천구 시흥대로52길 70 (시흥동)
영업/정상,정상영업,서울특별시 영등포구 영등포동 618번지 496호,
영업/정상,정상영업,서울특별시 금천구 가산동 60번지 22호,서울특별시 금천구 디지털로 185 (가산동)
영업/정상,정상영업,서울특별시 금천구 가산동 60번지 19호,서울특별시 금천구 벚꽃로 278 (가산동)
영업/정상,정상영업,서울특별시 금천구 독산동 1150번지 금천롯데캐슬골드파크2차,서울특별시 금천구 벚꽃로 30 (독산동 금천롯데캐슬골드파크2차)
영업/정상,정상영업,서울특별시 금천구 독산동 441번지 14호,
영업/정상,정상영업,서울특별시 금천구 독산동 1156번지 금천롯데캐슬골드파크4차,서울특별시 금천구 시흥대로 315 금천롯데캐슬골드파크4차 (독산동)
영업/정상,,서울특별시 금천구 시흥동 831번지 6호   ,서울특별시 금천구 금하로 705 (시흥동)
영업/정상,,서울특별시 금천구 독산동 291번지 7호   ,서울특별시 금천구 시흥대로 391 (독산동)
영업/정상,,서울특별시 금천구 독산동 291번지 7호   ,서울특별시 금천구 시흥대로 391 (독산동)
영업/정상,정상영업,서울특별시 영등포구 문래동3가 55호,서울특별시 영등포구 당산로 34 (문래동3가)
영업/정상,정상영업,서울특별시 영등포구 양평동3가 65호,서울특별시 영등포구 선유로 156 (양평동3가)
영업/정상,정상영업,서울특별시 영등포구 영등포동5가 18번지 1호,서울특별시 영등포구 영등포로 225 (영등포동5가)
영업/정상,정상영업,,서울특별시 영등포구 선유로 138 (양평동3가)
영업/정상,정상영업,서울특별시 영등포구 양평동3가 65호   ,서울특별시 영등포구 선유로 156 (양평동3가)
영업/정상,정상영업,서울특별시 영등포구 영등포동5가 20호   ,
영업/정상,정상영업,서울특별시 영등포구 여의도동 42번지 1   호   ,
영업/정상,정상영업,서울특별시 영등포구 당산동3가 2번지 7 호   ,
영업/정상,정상영업,서울특별시 영등포구 도림동 176호   ,
영업/정상,정상영업,서울특별시 영등포구 양평동1가 30호   ,서울특별시 영등포구 선유동1로 5 (양평동1가)
영업/정상,정상영업,서울특별시 영등포구 신길동 259호   ,
영업/정상,정상영업,서울특별시 영등포구 신길동 116번지 15호   ,서울특별시 영등포구 도신로60길 7 (신길동)
영업/정상,정상영업,서울특별시 영등포구 대림동 963호   ,
영업/정상,정상영업,서울특별시 영등포구 대림동 717호   ,서울특별시 영등포구 대림로29길 13 (대림동)
영업/정상,정상영업,서울특별시 영등포구 당산동1가 9번지 1   호   ,
영업/정상,정상영업,서울특별시 영등포구 영등포동5가 20호   ,
영업/정상,정상영업,서울특별시 영등포구 영등포동5가 20호   ,
영업/정상,정상영업,서울특별시 영등포구 영등포동5가 20호   ,
영업/정상,정상영업,서울특별시 영등포구 영등포동5가 24호   ,서울특별시 영등포구 영등포로37길 4 (영등포동5가)
영업/정상,정상영업,서울특별시 영등포구 문래동3가 16호   ,
영업/정상,정상영업,,서울특별시 영등포구 여의대방로 65 (신길동)
영업/정상,정상영업,서울특별시 영등포구 여의도동 22번지,서울특별시 영등포구 여의대로 108 (여의도동)
영업/정상,정상영업,서울특별시 영등포구 영등포동8가 62번지 1호,서울특별시 영등포구 영중로 125 (영등포동8가)
영업/정상,정상영업,서울특별시 영등포구 여의도동 47번지 여의도자이(아) 지하 1층,서울특별시 영등포구 여의동로3길 10 (여의도동여의도자이(아) 지하 1층)
영업/정상,정상영업,서울특별시 영등포구 영등포동4가 441번지 10호 타임스퀘어,서울특별시 영등포구 영중로 15 (영등포동4가)
영업/정상,정상영업,서울특별시 성북구 월곡2동 46번지 73호,서울특별시 성북구 화랑로 76 (하월곡동 코업스타클래스)
영업/정상,정상영업,서울특별시 영등포구 여의도동 23번지,서울특별시 영등포구 국제금융로 10 (여의도동)
영업/정상,정상영업,서울특별시 영등포구 대림1동 909번지 2호,서울특별시 영등포구 신길로 41 (대림동)
영업/정상,정상영업,,서울특별시 영등포구 여의동로3길 10 (여의도동)
영업/정상,정상영업,서울특별시 종로구 종로1가 1번지,서울특별시 종로구 종로 1 (종로1가)
영업/정상,정상영업,서울특별시 영등포구 대림동 717 대림동 쌍용 플래티넘-S,서울특별시 영등포구 대림로29길 13 (대림동 대림동 쌍용 플래티넘-S)
영업/정상,정상영업,서울특별시 노원구 중계동 360번지 2호,서울특별시 노원구 중계로 225 (중계동)
영업/정상,정상영업,서울특별시 강서구 가양동 18번지 24호,서울특별시 강서구 양천로 431 (가양동 홈플러스)
영업/정상,정상영업,서울특별시 강서구 등촌동 639번지 11호,서울특별시 강서구  화곡로  398 (등촌동)
영업/정상,정상영업,서울특별시 동작구 상도4동 255번지 4호,서울특별시 동작구 성대로 43 (상도동)
영업/정상,정상영업,서울특별시 구로구 신도림동 337번지 신도림1차푸르지오,서울특별시 구로구 경인로 661 신도림1차푸르지오 (신도림동)
영업/정상,정상영업,서울특별시 동작구 흑석동 332번지,서울특별시 동작구 서달로 150 (흑석동)
영업/정상,정상영업,서울특별시 동작구 상도동 324번지 1호,서울특별시 동작구 상도로 102 (상도동 성대시장)
영업/정상,정상영업,서울특별시 동작구 사당동 147번지 29호 이수자이,서울특별시 동작구 사당로 300 (사당동 이수자이)
영업/정상,정상영업,서울특별시 동작구 사당동 105번지 우성아파트3단지  제비101호,서울특별시 동작구 동작대로29길 119 (사당동)
영업/정상,정상영업,서울특별시 동작구 상도2동 414번지,서울특별시 동작구 만양로 26 (상도동)
영업/정상,정상영업,서울특별시 동작구 상도동 530번지,서울특별시 동작구  양녕로  170 (상도동)
영업/정상,정상영업,서울특별시 동작구 상도동 531번지 상가2동 지상1층 101~105호,서울특별시 동작구 상도로 346-1 (상도동 상도엠코타운 센트럴파크)
영업/정상,정상영업,,서울특별시 동작구 여의대방로 30 에이동동 101호 (신대방동 현대상가)
영업/정상,정상영업,서울특별시 동작구 사당3동 252번지 22호,서울특별시 동작구 사당로 215 (사당동)
영업/정상,정상영업,서울특별시 송파구 삼전동 9번지 제이 플레이스,서울특별시 송파구 백제고분로 207 (삼전동 제이 플레이스)
영업/정상,영업개시전,서울특별시 동작구 사당동 136번지 1호,서울특별시 동작구 동작대로 115 (사당동)
영업/정상,정상영업,,서울특별시 관악구 조원로16길 27 (신림동)
영업/정상,정상영업,서울특별시 관악구 대학동 1523번지,서울특별시 관악구 신림로23길 16 (신림동)
영업/정상,정상영업,,서울특별시 관악구 청림6길 3 110113호 (봉천동 관악푸르지오 상가)
영업/정상,정상영업,,서울특별시 관악구 난곡로26길 4 (신림동)
영업/정상,정상영업,서울특별시 관악구 봉천동 10번지 4호 외14필지,서울특별시 관악구 청림3길 10 (봉천동)
