영업상태명,상세영업상태명,지번주소,도로명주소
영업/정상,정상영업,서울특별시 관악구 봉천동 1638번지 20호,서울특별시 관악구 남부순환로248길 35 (봉천동)
영업/정상,정상영업,서울특별시 관악구 미성동 607번지 73호,서울특별시 관악구 난곡로 220 (신림동)
영업/정상,정상영업,서울특별시 관악구 보라매동 729호 22통 롯데백화점,서울특별시  봉천로 209
영업/정상,정상영업,서울특별시 광진구 중곡2동 157번지 1호,서울특별시 광진구 능동로 314 (중곡동)
영업/정상,정상영업,서울특별시 관악구 봉천동 1567번지 1호,서울특별시 관악구 쑥고개로 111 (봉천동)
영업/정상,정상영업,서울특별시 관악구 봉천동 1629번지 2호,서울특별시 관악구 봉천로 576 (봉천동)
영업/정상,정상영업,서울특별시 관악구 봉천동 951번지 25호   ,
영업/정상,정상영업,서울특별시 관악구 봉천동 951번지 25호   ,
영업/정상,정상영업,서울특별시 관악구 봉천동 502번지 4호,서울특별시 관악구 양녕로 49 (봉천동)
영업/정상,정상영업,서울특별시 관악구 신림동 1426번지 7호,
영업/정상,정상영업,서울특별시 관악구 봉천동 31번지 1호,서울특별시 관악구 관악로 212 (봉천동)
영업/정상,정상영업,서울특별시 관악구 봉천동 1000호,서울특별시 관악구 관악로40길 47 (봉천동)
영업/정상,정상영업,서울특별시 관악구 신림동 1694호,서울특별시 관악구 신림로29길 8 (신림동)
영업/정상,정상영업,서울특별시 관악구 신림동 1422번지 5호,서울특별시 관악구 신림로 340 (신림동)
영업/정상,정상영업,서울특별시 관악구 봉천동 862번지 1호,서울특별시 관악구 남부순환로 1820 (봉천동)
영업/정상,정상영업,서울특별시 서초구 방배본동 755번지 5호,서울특별시 서초구 방배중앙로 198 (방배동)
영업/정상,정상영업,서울특별시 서초구 반포동 1141번지,서울특별시 서초구 신반포로 23 (반포동)
영업/정상,정상영업,서울특별시 서초구 서초2동 1332번지 2호,서울특별시 서초구 사임당로 151 (서초동)
영업/정상,정상영업,서울특별시 서초구 방배1동 816번지 1호,서울특별시 방배로33길 29
영업/정상,정상영업,,서울특별시 서초구 효령로 304 (서초동)
영업/정상,정상영업,,서울특별시 서초구 신반포로3길 8 (반포동)
영업/정상,정상영업,,서울특별시 송파구 가락로28길 7 (송파동)
영업/정상,정상영업,,서울특별시 서초구 사임당로 130 (서초동)
영업/정상,정상영업,,서울특별시 서초구 방배천로16길 18 (방배동)
영업/정상,정상영업,,서울특별시 서초구 신반포로15길 29 (반포동)
영업/정상,정상영업,,서울특별시 서초구 서초중앙로22길 25 (서초동)
영업/정상,정상영업,,서울특별시 서초구 서초중앙로 188 (서초동)
영업/정상,정상영업,,서울특별시 서초구 매헌로 16 (양재동)
영업/정상,정상영업,,서울특별시 서초구 강남대로 465 (서초동)
영업/정상,정상영업,,서울특별시 서초구 방배로33길 29 (방배동)
영업/정상,정상영업,,서울특별시 서초구 양재대로 159 (양재동)
영업/정상,정상영업,,서울특별시 서초구 신반포로3길 8 (반포동)
영업/정상,정상영업,서울특별시 서초구 서초동 1498번지 5호  (영업장 지하1층지하2층),
영업/정상,정상영업,서울특별시 서초구 서초동 1335번지,서울특별시 서초구 효령로 391 (서초동 무지개아파트)
영업/정상,정상영업,서울특별시 서초구 반포동 19번지 4   호,서울특별시 서초구 신반포로 194 (반포동)
영업/정상,정상영업,서울특별시 서초구 양재동 215호 하이브랜드 지하1층,서울특별시 서초구 매헌로 16 (양재동하이브랜드 지하1층)
영업/정상,정상영업,,서울특별시 서초구 나루터로 32 (잠원동)
영업/정상,정상영업,,서울특별시 서초구 고무래로 90-7 (서초동)
영업/정상,정상영업,,서울특별시 서초구 서초중앙로 220 (반포동)
영업/정상,정상영업,서울특별시 서초구 반포동 19번지 3호,서울특별시 서초구 신반포로 176 (반포동)
영업/정상,영업개시전,서울특별시 서초구 방배동 795번지 1호,서울특별시 서초구 방배로37길 11 1층 (방배동 삼호회관)
영업/정상,정상영업,서울특별시 강남구 압구정동 454호,서울특별시 강남구 압구정로29길 72-1 (압구정동)
영업/정상,정상영업,서울특별시 강남구 청담동 134번지 20호,서울특별시 강남구 학동로101길 26 (청담동)
영업/정상,정상영업,서울특별시 강남구 대치동 500호,서울특별시 강남구 남부순환로 2912 (대치동 개포우성아파트)
영업/정상,정상영업,서울특별시 강남구 대치동 626호,서울특별시 강남구 남부순환로 2917 (대치동)
영업/정상,정상영업,서울특별시 강남구 대치동 977번지 12  호,서울특별시 강남구 삼성로64길 41 (대치동)
영업/정상,정상영업,서울특별시 강남구 개포동 12호,서울특별시 강남구 개포로109길 5 (개포동 대청아파트)
영업/정상,정상영업,서울특별시 강남구 개포동 12호,서울특별시 강남구 개포로109길 21 (개포동 대청아파트)
영업/정상,정상영업,서울특별시 강남구 대치동 937호,서울특별시 강남구 도곡로 401 (대치동)
영업/정상,정상영업,,서울특별시 강남구 테헤란로87길 22-0 (삼성동)
영업/정상,정상영업,,서울특별시 강남구 강남대로 432 (역삼동 점프밀라노)
영업/정상,정상영업,,서울특별시 강남구 삼성로 633 1층 (삼성동 삼광빌딩)
영업/정상,정상영업,서울특별시 강남구 삼성1동 159번지 8호 그랜드인터콘티넨탈호텔(지하1층),서울특별시 강남구 테헤란로 521 (삼성동)
영업/정상,정상영업,서울특별시 강남구 삼성동 159호,서울특별시 강남구 봉은사로 524 (삼성동)
영업/정상,정상영업,서울특별시 강남구 압구정1동 456번지,서울특별시 압구정로 201 (구현대아파트)
영업/정상,정상영업,서울특별시 강남구 대치동 623번지,서울특별시 강남구 남부순환로 2921 (대치동)
영업/정상,정상영업,서울특별시 강남구 압구정동 515호,서울특별시 강남구 압구정로 407 (압구정동 갤러리아백화점)
영업/정상,정상영업,서울특별시 강남구 역삼동 755번지,서울특별시 강남구 역삼로 310 (역삼동)
영업/정상,정상영업,서울특별시 강남구 논현2동 108번지,서울특별시 강남구 학동로43길 38 (논현동)
영업/정상,정상영업,서울특별시 강남구 도곡2동 467번지 7호 아카데미스위트 에이동B101B102B201,서울특별시 강남구 남부순환로 2804 (도곡동 아카데미스위트)
영업/정상,정상영업,서울특별시 강남구 삼성2동 121번지 38호,서울특별시 강남구 삼성로103길 12 (삼성동)
영업/정상,정상영업,서울특별시 강남구 청담동 4번지 1호 외 9필지,서울특별시 강남구 도산대로 442 (청담동)
영업/정상,정상영업,서울특별시 강남구 논현1동 140번지 외 44필지,서울특별시 강남구 강남대로124길 22 3층 301호 (논현동)
영업/정상,정상영업,,서울특별시 강남구 학동로4길 15 (논현동)
영업/정상,정상영업,서울특별시 강남구 삼성동 159번지 1호 외,서울특별시 강남구 영동대로 513 (삼성동)
영업/정상,정상영업,서울특별시 강남구 역삼1동 796번지 29호,서울특별시 강남구 논현로63길 16 (역삼동)
영업/정상,정상영업,,서울특별시 강남구 도산대로85길 30 (청담동)
영업/정상,정상영업,,서울특별시 강남구 역삼로 230 (역삼동)
영업/정상,정상영업,,서울특별시 강남구 역삼로8길 15 (역삼동)
영업/정상,정상영업,,서울특별시 강남구 언주로122길 25 (논현동 두산위브아파트)
영업/정상,정상영업,,서울특별시 강남구 도산대로35길 39 (신사동)
영업/정상,정상영업,,서울특별시 강남구 봉은사로103길 5 (삼성동)
영업/정상,정상영업,,서울특별시 강남구 언주로 123 (도곡동 개포한신아파트)
영업/정상,정상영업,서울특별시 강남구 논현동 140번지,서울특별시 강남구 강남대로128길 128-20 1층 101104106호 (논현동 영동프라자)
영업/정상,정상영업,서울특별시 강남구 대치동 511번지 한보미도맨션,서울특별시 강남구 삼성로 150 (대치동 한보미도맨션)
영업/정상,정상영업,서울특별시 강남구 역삼동 755번지,서울특별시 강남구 역삼로 310 (역삼동)
영업/정상,정상영업,서울특별시 강남구 논현동 227번지 4호,서울특별시 강남구 봉은사로33길 33 (논현동)
영업/정상,정상영업,서울특별시 강남구 논현동 105번지 7호,서울특별시 강남구 언주로 726 (논현동 두산빌딩)
영업/정상,정상영업,서울특별시 강남구 일원동 711번지 1호,서울특별시 강남구 양재대로55길 6 (일원동 도시개발아파트)
영업/정상,정상영업,서울특별시 강남구 역삼동 826번지 14호   ,
영업/정상,정상영업,서울특별시 강남구 압구정동 429번지,서울특별시 강남구 압구정로 165 (압구정동 현대백화점본점)
영업/정상,정상영업,서울특별시 강남구 삼성동 159번지 7호,서울특별시 강남구 테헤란로 517 (삼성동 무역센터현대백화점)
영업/정상,영업개시전,서울특별시 용산구 한강로3가 63-70,서울특별시 용산구 서빙고로 17 용산해링턴스퀘어 C동 1층 111~115호 (한강로3가)
영업/정상,정상영업,,서울특별시 강남구 압구정로18길 25 (신사동 한국산업양행빌딩)
영업/정상,정상영업,서울특별시 강남구 논현동 164번지 5호 외 3필지,
영업/정상,정상영업,서울특별시 노원구 공릉2동 89번지 1호  대덕프라자 지층 101~102호,서울특별시 노원구 노원로1길 67 (공릉동)
영업/정상,정상영업,서울특별시 송파구 석촌동 235번지 17호,서울특별시 송파구 백제고분로34길 3 (석촌동)
영업/정상,정상영업,서울특별시 송파구 오금동 615번지,서울특별시 송파구 양재대로72길 5 (오금동)
영업/정상,정상영업,서울특별시 송파구 방이2동 63번지 11호,서울특별시 송파구 올림픽로32길 20 (방이동)
영업/정상,정상영업,서울특별시 송파구 풍납2동 400번지 5호   101호,서울특별시 송파구 강동대로9길 20 (풍납동)
영업/정상,정상영업,서울특별시 송파구 마천동 140번지 2호,서울특별시 송파구 마천로45길 23 (마천동)
영업/정상,정상영업,서울특별시 송파구 잠실동 101번지 1호,서울특별시 송파구 올림픽로4길 40 (잠실동)
영업/정상,정상영업,서울특별시 송파구 석촌동 277번지 2호,서울특별시 송파구 가락로 103 (석촌동)
영업/정상,정상영업,서울특별시 송파구 문정동 516번지,서울특별시 송파구 충민로 66 (문정동)
영업/정상,정상영업,서울특별시 송파구 마천동 181호,서울특별시 송파구 마천로 315 (마천동)
영업/정상,정상영업,서울특별시 송파구 잠실동 27번지 6호,서울특별시 송파구 올림픽로 203 (잠실동)
영업/정상,정상영업,서울특별시 송파구 풍납동 163번지,서울특별시 송파구  올림픽로51길  52 (풍납동)
영업/정상,정상영업,서울특별시 송파구 오금동 615번지  올림픽파크동부센트레빌 상가,서울특별시 송파구 양재대로72길 5 (오금동)
영업/정상,정상영업,서울특별시 송파구 송파1동 121번지,서울특별시 송파구 가락로 183 (송파동)
영업/정상,정상영업,서울특별시 송파구 가락2동 140번지,서울특별시 송파구 동남로 189 (가락동)
영업/정상,정상영업,서울특별시 송파구 신천동 7번지 18호,서울특별시 송파구 올림픽로 269 (신천동)
영업/정상,정상영업,서울특별시 송파구 잠실3동 40번지 1호 롯데월드,서울특별시 송파구 올림픽로 240 (잠실동)
영업/정상,정상영업,,서울특별시 송파구 동남로 189 (가락동 쌍용아파트)
영업/정상,정상영업,,서울특별시 송파구 오금로31가길 20 (방이동 대림아파트)
영업/정상,정상영업,서울특별시 송파구 방이동 89번지 11호 프라자상가,서울특별시 송파구 양재대로 1222 (방이동)
영업/정상,정상영업,서울특별시 송파구 잠실동 40번지 1호,서울특별시 송파구 올림픽로 240 (잠실동)
영업/정상,정상영업,서울특별시 송파구 잠실동 40번지 1호,서울특별시 송파구 올림픽로 240 (잠실동)
영업/정상,정상영업,서울특별시 송파구 문정동 150번지 2호,서울특별시 송파구 중대로 80 (문정동)
영업/정상,정상영업,서울특별시 송파구 잠실동 40호,서울특별시 송파구 올림픽로 212 (잠실동)
영업/정상,정상영업,서울특별시 송파구 잠실2동 19번지 8호,서울특별시 송파구 올림픽로 111 (잠실동)
영업/정상,정상영업,서울특별시 송파구 잠실3동 35번지 2호,서울특별시 송파구 석촌호수로 61 (잠실동)
영업/정상,정상영업,,서울특별시 송파구 법원로 55 상가D동 401외 5호 (문정동 송파아이파크)
영업/정상,정상영업,서울특별시 송파구 신천동 29번지,서울특별시 송파구 올림픽로 300-0 (신천동)
영업/정상,정상영업,,서울특별시 송파구 송파대로 111-0 (문정동)
영업/정상,정상영업,,서울특별시 송파구 올림픽로 203 (잠실동)
영업/정상,정상영업,서울특별시 송파구 신천동 29번지,
영업/정상,정상영업,서울특별시 송파구 신천동 29번지 롯데월드타워앤드롯데월드몰,서울특별시 송파구 올림픽로 300 롯데월드타워앤드롯데월드몰 (신천동)
영업/정상,정상영업,,서울특별시 송파구 올림픽로 435 (신천동 파크리오아파트)
영업/정상,정상영업,,서울특별시 송파구 오금로46길 49 (가락동)
영업/정상,정상영업,,서울특별시 송파구 오금로32길 32 (송파동)
영업/정상,정상영업,서울특별시 강동구 고덕동 217번지 고덕그라시움아파트(상가1동),서울특별시 강동구 고덕로 353 고덕그라시움아파트(상가1동) 지하1층 108-119128호 (고덕동)
영업/정상,정상영업,서울특별시 강동구 성내동 428번지 2호,서울특별시 강동구 양재대로89길 16 (성내동)
영업/정상,정상영업,서울특별시 강동구 천호동 454번지 1호,서울특별시 강동구 천호대로 1017 (천호동)
영업/정상,정상영업,서울특별시 강동구 천호동 422번지 2호,
영업/정상,정상영업,서울특별시 강동구 성내동 25번지 1호,서울특별시 강동구 천호대로162길 34 (성내동)
영업/정상,정상영업,서울특별시 강동구 길동 414번지 10호,서울특별시 강동구 진황도로 99 (길동)
영업/정상,정상영업,서울특별시 강동구 길동 339번지 1호,서울특별시 강동구 양재대로124길 32 (길동)
영업/정상,정상영업,서울특별시 강동구 명일1동 312번지 99호,서울특별시 강동구 양재대로 1630 (명일동)
영업/정상,정상영업,서울특별시 강동구 천호동 455번지 8호,서울특별시 강동구 천호대로 1005 (천호동 현대백화점)
영업/정상,정상영업,서울특별시 강동구 명일동 46번지 4 호,서울특별시 강동구 고덕로 276 (명일동)
영업/정상,정상영업,서울특별시 강동구 길동 384번지 1호,서울특별시 강동구 성안로 176 (길동)
영업/정상,정상영업,서울특별시 강동구 명일동 48번지,서울특별시 강동구  고덕로62길  55 (명일동)
영업/정상,정상영업,서울특별시 강동구 암사3동 414번지 18호 강동롯데캐슬퍼스트아파트,서울특별시 강동구 고덕로 133 (암사동)
영업/정상,정상영업,서울특별시 강동구 성내1동 451번지,서울특별시 강동구 올림픽로 528 (성내동)
영업/정상,정상영업,,서울특별시 강동구 고덕로 99 (암사동)
영업/정상,정상영업,서울특별시 강동구 길동 391번지 2호,서울특별시 강동구 양재대로 1486 (길동)
영업/정상,,서울특별시 강동구 명일동 46번지 4호   ,
영업/정상,,서울특별시 강동구 암사3동 451번지 16호,
영업/정상,정상영업,서울특별시 양천구 목동 966번지 목동에버하임,서울특별시 양천구 목동중앙북로 68 (목동 목동에버하임)
영업/정상,정상영업,서울특별시 중구 충무로1가 52번지 5호 신세계백화점건물,서울특별시 중구 소공로 63 (충무로1가신세계백화점건물)
영업/정상,정상영업,서울특별시 마포구 공덕동 256번지 5호 마포시장,서울특별시 마포구 마포대로6길 16 마포시장 (공덕동)
영업/정상,정상영업,서울특별시 동대문구 용두동 33번지 1호,서울특별시 동대문구 천호대로 133 (용두동)
영업/정상,정상영업,서울특별시 영등포구 영등포동4가 434번지 5호 신세계백화점,서울특별시 영등포구 영중로 9 (영등포동4가 신세계백화점)
영업/정상,정상영업,서울특별시 금천구 시흥동 992번지 47호,서울특별시 금천구 시흥대로 201 (시흥동)
영업/정상,정상영업,서울특별시 금천구 독산동 291번지 7호,서울특별시 금천구 시흥대로 391 (독산동)
영업/정상,정상영업,서울특별시 관악구 중앙동 463번지 4호 메카플러스 지하1층,서울특별시 관악구 양녕로 46 (봉천동)
영업/정상,정상영업,서울특별시 중구 을지로6가 17번지 48호,서울특별시 중구  청계천로  274 (을지로6가)
영업/정상,정상영업,서울특별시 용산구 한강로3가 1번지 1호 나진상가,서울특별시 용산구 청파로 109 나진상가 (한강로3가)
영업/정상,정상영업,서울특별시 강동구 천호동 42번지,서울특별시 강동구 양재대로 1571 (천호동)
영업/정상,정상영업,서울특별시 양천구 목동 919번지 7호,서울특별시 양천구 목동서로 170 (목동)
영업/정상,정상영업,서울특별시 동작구 대방동 341번지 2호,서울특별시 동작구 노량진로 4 (대방동)
영업/정상,정상영업,서울특별시 중랑구 중화2동 314번지 1호,서울특별시 중랑구 동일로129길 35 (중화동)
영업/정상,정상영업,서울특별시 종로구 숭인동 206-9 신설종합시장 숭인동,서울특별시 종로구 난계로27길 51 신설종합시장 숭인동 (숭인동)
영업/정상,정상영업,서울특별시 금천구 가산동 60번지 27호,서울특별시 금천구 디지털로 188 (가산동)
영업/정상,영업개시전,서울특별시 송파구 가락동 191-5,서울특별시 송파구 동남로20길 24 (가락동)
영업/정상,정상영업,서울특별시 용산구 한강로3가 2-8,서울특별시 용산구 청파로 100 12동 2층 (한강로3가)
영업/정상,정상영업,서울특별시 은평구 진관동 79번지 15호,서울특별시 은평구 통일로 1050 (진관동 롯데몰은평점)
영업/정상,정상영업,서울특별시 영등포구 대림3동 784번지,서울특별시 영등포구 대림로 251 (대림동)
영업/정상,정상영업,서울특별시 영등포구 문래동3가 55-16 영등포 SK 리더스뷰,서울특별시 영등포구 문래로 164 영등포 SK 리더스뷰 (문래동3가)
영업/정상,정상영업,서울특별시 종로구 신문로1가 24번지  고려빌딩 1층,서울특별시  새문안로 91 1층 (고려빌딩)
영업/정상,정상영업,,서울특별시 강북구 도봉로 172 (미아동)
영업/정상,정상영업,,서울특별시 서초구 나루터로 37 (잠원동)
영업/정상,정상영업,서울특별시 중구 신당동 193번지 3호,서울특별시 중구 마장로 40 (신당동)
영업/정상,정상영업,서울특별시 관악구 남현동 산 69번지 51호,서울특별시 관악구 과천대로 909 (남현동)
영업/정상,정상영업,서울특별시 양천구 신정7동 324번지 10호 굿모닝탑  103~108호,서울특별시 양천구 목동동로 53 103~108호 (신정동굿모닝탑)
영업/정상,정상영업,서울특별시 송파구 신천동 29번지,서울특별시 송파구 올림픽로 300 (신천동)
영업/정상,정상영업,서울특별시 마포구 노고산동 57번지 1호,서울특별시 마포구  신촌로  94 (노고산동)
영업/정상,정상영업,,서울특별시 강남구 선릉로 660 (삼성동)
영업/정상,정상영업,서울특별시 강북구 미아동 701번지 3호 동북프라자,서울특별시 강북구 솔샘로 233 동북프라자 (미아동)
영업/정상,정상영업,서울특별시 강남구 신사동 510번지 11호,서울특별시 강남구 압구정로2길 46 (신사동)
영업/정상,정상영업,,서울특별시 동대문구 경희대로 20 (회기동)
영업/정상,정상영업,서울특별시 송파구 송파2동 121번지 한양2차아파트 1층 67호호,서울특별시 송파구 가락로 183 1층 67호 (송파동)
영업/정상,정상영업,서울특별시 송파구 문정동 292번지 외 29필지,서울특별시 송파구 충민로 10 (문정동)
영업/정상,정상영업,서울특별시 성동구 금호동3가 332번지,서울특별시 성동구 독서당로 303-11 (금호동3가)
영업/정상,정상영업,서울특별시 은평구 불광동 310번지 131 호,서울특별시 은평구 통일로 850 (불광동)
영업/정상,정상영업,서울특별시 관악구 서원동 1641번지 2호,서울특별시 관악구 신림로 330 (신림동)
영업/정상,정상영업,서울특별시 종로구 숭인동 206-9 신설종합시장,서울특별시 종로구 난계로27길 51 신설종합시장 (숭인동)
영업/정상,정상영업,서울특별시 은평구 응암3동 124번지 17호,서울특별시 은평구 응암로 247 (응암동)
영업/정상,정상영업,서울특별시 영등포구 문래동3가 55번지 3호,서울특별시 영등포구  당산로  42 (문래동3가)
영업/정상,정상영업,,서울특별시 중구 다산로 222 (신당동)
영업/정상,정상영업,서울특별시 강남구 도곡동 518-8 유진빌딩,서울특별시 강남구 논현로28길 9 유진빌딩 (도곡동)
영업/정상,정상영업,,서울특별시 강남구 학동로 176 (논현동)
영업/정상,정상영업,서울특별시 강남구 신사동 660번지 18호,서울특별시 강남구 압구정로46길 5-2 (신사동)
영업/정상,정상영업,서울특별시 노원구 중계2.3동 509번지 2001아울렛,서울특별시 노원구 동일로204가길 46 (중계동)
영업/정상,정상영업,서울특별시 용산구 용산동6가 69번지 167호,서울특별시 용산구 이촌로 352 (용산동6가)
영업/정상,정상영업,서울특별시 영등포구 당산동5가 16번지 7호,서울특별시 영등포구 양평로 47 (당산동5가)
영업/정상,정상영업,서울특별시 강동구 천호동 563번지,서울특별시 강동구 구천면로 189 (천호동)
영업/정상,정상영업,서울특별시 구로구 구로동 573,서울특별시 구로구 구로중앙로 152 (구로동)
영업/정상,정상영업,서울특별시 구로구 고척동 76번지 41호,서울특별시 구로구 중앙로1길 36 (고척동)
영업/정상,영업개시전,서울특별시 강남구 역삼동 676 센터필드,서울특별시 강남구 테헤란로 231 센터필드 (역삼동)
영업/정상,정상영업,서울특별시 은평구 대조동 240호,서울특별시 은평구 불광로 20 (대조동)
영업/정상,정상영업,서울특별시 강남구 압구정동 494호,서울특별시 강남구 압구정로 343 (압구정동 갤러리아백화점)
영업/정상,정상영업,서울특별시 광진구 중곡1동 229번지 5호,서울특별시 광진구 긴고랑로11길 11 (중곡동)
영업/정상,정상영업,서울특별시 용산구 한강로3가 40번지 999호,서울특별시 용산구 한강대로23길 55 (한강로3가)
영업/정상,영업개시전,서울특별시 마포구 염리동 14-149,서울특별시 마포구 대흥로24길 24 마포 프레스티지 자이 아파트 단지 내 상가 A동 115~119호 (염리동)
영업/정상,정상영업,서울특별시 도봉구 방학동 484-7,서울특별시 도봉구 시루봉로 103-1 1층 (방학동)
영업/정상,정상영업,서울특별시 구로구 오류2동 160번지  외 2필지,서울특별시 구로구 서해안로 2293 (오류동외 2필지)
영업/정상,정상영업,서울특별시 구로구 개봉동 324-1 324-11324-13  1층,서울특별시 구로구 개봉로17길 34 (개봉동)
영업/정상,정상영업,서울특별시 은평구 갈현2동 527번지 13호,서울특별시 은평구 서오릉로 222 (갈현동)
영업/정상,정상영업,서울특별시 종로구 인의동 48번지 2호,서울특별시 종로구 종로 183 (인의동 효성주얼리시티)
영업/정상,정상영업,서울특별시 송파구 가락동 479 헬리오시티,서울특별시 송파구 송파대로 345 (가락동 헬리오시티)
영업/정상,정상영업,서울특별시 강동구 성내동 595번지 코오롱 2차아파트,서울특별시 강동구 올림픽로 572 상가동 1층 101102호 (성내동 코오롱 2차아파트)
영업/정상,정상영업,서울특별시 송파구 가락동 88번지 2호,서울특별시 송파구 중대로9길 35 (가락동)
영업/정상,정상영업,서울특별시 강동구 명일2동 15번지 삼익그린맨션 상가동 지층222325,서울특별시 강동구 고덕로 210 (명일동)
영업/정상,정상영업,서울특별시 노원구 상계동 713호,서울특별시 노원구 동일로 1414 (상계동)
영업/정상,정상영업,서울특별시 동작구 사당동 105번지 신동아상가 제1층 101~105 110호,서울특별시 동작구 동작대로29길 110 (사당동 신동아아파트)
영업/정상,정상영업,서울특별시 중랑구 면목7동 650번지 카멜리아 쇼핑센타 1층,서울특별시 중랑구 면목로39길 11 (면목동)
영업/정상,정상영업,서울특별시 동작구 대방동 335번지 17호,서울특별시 동작구 상도로 81 (대방동)
영업/정상,정상영업,서울특별시 동작구 상도동 527번지,서울특별시 동작구 상도로31길 19 (상도동)
영업/정상,정상영업,서울특별시 동대문구 제기동 1019 경동시장,서울특별시 동대문구 고산자로36길 3 경동시장 (제기동)
영업/정상,정상영업,서울특별시 관악구 은천동 937번지 6호 동영빌딩 1층,서울특별시 관악구 은천로 51 (봉천동)
영업/정상,정상영업,서울특별시 동대문구 답십리1동 530번지 11호  외1필지 지층1호~13호,서울특별시 동대문구 고미술로 49 (답십리동)
영업/정상,정상영업,서울특별시 양천구 목5동 904번지 목동4단지아파트 관리동 105호,서울특별시 양천구 목동서로 130 관리동 105호 (목동목동4단지아파트)
영업/정상,정상영업,서울특별시 노원구 상계동 1258 희성오피앙,서울특별시 노원구 동일로 1701 (상계동 희성오피앙)
영업/정상,정상영업,서울특별시 영등포구 당산동2가 30번지 2호,서울특별시 영등포구 영등포로 109 (당산동2가)
영업/정상,정상영업,서울특별시 마포구 동교동 190번지 1호,서울특별시 마포구 양화로 188 (동교동)
영업/정상,정상영업,서울특별시 마포구 도화동 353번지,서울특별시 마포구 도화4길 73 (도화동 현대홈타운)
영업/정상,정상영업,서울특별시 마포구 성산동 515호 월드컵경기장내,서울특별시 마포구 월드컵로 240 (성산동월드컵경기장내)
영업/정상,정상영업,서울특별시 송파구 거여2동 27번지 5호 B101호,서울특별시 오금로 512
영업/정상,정상영업,서울특별시 영등포구 신길3동 259번지 4호,서울특별시 영등포구 가마산로69가길 12 (신길동)
영업/정상,정상영업,서울특별시 영등포구 신길동 101번지 7호,서울특별시 영등포구 영등포로 364 (신길동)
영업/정상,정상영업,서울특별시 강동구 암사1동 473번지 3호,서울특별시 강동구 고덕로24길 50 (암사동)
영업/정상,정상영업,서울특별시 강동구 성내1동 521번지,서울특별시 강동구 풍성로 138 (성내동)
영업/정상,정상영업,서울특별시 송파구 잠실4동 44번지 1호,서울특별시 송파구 석촌호수로 133 (잠실동)
영업/정상,정상영업,서울특별시 송파구 신천동 7번지 12  호,서울특별시 송파구 올림픽로35가길 16 (신천동)
영업/정상,정상영업,서울특별시 노원구 중계동 509번지 2호,서울특별시 노원구 동일로204가길 12 (중계동)
영업/정상,정상영업,서울특별시 강서구 화곡3동 1065번지 8호,서울특별시 강서구 화곡로 153 (화곡동)
영업/정상,정상영업,서울특별시 양천구 목3동 657번지 21호,서울특별시 양천구 등촌로 172 (목동)
영업/정상,정상영업,서울특별시 양천구 신정3동 1183번지 12호,서울특별시 양천구 중앙로 255-1 (신정동)
영업/정상,영업개시전,서울특별시 광진구 구의동 66-61,서울특별시 광진구 광나루로 531 (구의동)
영업/정상,정상영업,서울특별시 중랑구 면목3.8동 499번지 4호,서울특별시 중랑구 면목로 357 (면목동)
영업/정상,정상영업,서울특별시 중랑구 면목동 168번지 2호,서울특별시 중랑구 사가정로 332 (면목동)
영업/정상,정상영업,서울특별시 중랑구 신내2동 645번지,서울특별시 중랑구 신내로 201 (신내동)
